,category,cardatatype,target
1166,Male,Convertible,0
1167,Female,Convertible,1
1168,Male,Convertible,1
1169,Female,MUV,0
1170,Male,Coupe,0
1171,Male,Convertible,1
1172,Female,Coupe,1
1173,Female,Sedan,0
1174,Female,Hatchback,1
1175,Female,MUV,1
1176,Male,MUV,0
1177,Male,Sedan,1
1178,Female,SUV,0
1179,Female,Coupe,1
1180,Female,Coupe,1
1181,Male,SUV,0
1182,Female,Sedan,0
1183,Male,Coupe,1
1184,Male,MUV,1
1185,Female,SUV,1
1186,Female,Sedan,1
1187,Male,MUV,1
1188,Female,Hatchback,1
1189,Male,Hatchback,1
1190,Female,Hatchback,0
1191,Male,Hatchback,0
1192,Female,Hatchback,1
1193,Female,Coupe,0
1194,Male,MUV,0
1195,Male,Convertible,0
1196,Female,Hatchback,0
1197,Female,Hatchback,1
1198,Male,SUV,0
1199,Male,MUV,0
1200,Female,Hatchback,0
1201,Male,SUV,0
1202,Female,Coupe,0
1203,Male,Sedan,0
1204,Female,MUV,0
1205,Female,SUV,1
1206,Male,Coupe,0
1207,Male,MUV,1
1208,Male,MUV,0
1209,Female,Sedan,1
1210,Female,MUV,1
1211,Female,MUV,0
1212,Male,Coupe,0
1213,Female,Convertible,0
1214,Female,SUV,1
1215,Male,SUV,1
1216,Male,MUV,0
1217,Male,Hatchback,1
1218,Female,MUV,1
1219,Male,Convertible,0
1220,Female,Coupe,1
1221,Male,SUV,0
1222,Male,Hatchback,0
1223,Male,Hatchback,1
1224,Male,MUV,0
1225,Female,Hatchback,1
1226,Male,SUV,0
1227,Male,Convertible,1
1228,Male,Hatchback,0
1229,Female,Coupe,1
1230,Male,Convertible,1
1231,Male,MUV,0
1232,Female,MUV,1
1233,Male,Coupe,1
1234,Female,MUV,1
1235,Male,Coupe,0
1236,Male,Coupe,1
1237,Male,Convertible,1
1238,Female,SUV,1
1239,Male,Convertible,1
1240,Male,MUV,1
1241,Female,MUV,1
1242,Male,Convertible,1
1243,Male,Hatchback,1
1244,Male,Sedan,0
1245,Male,Hatchback,0
1246,Female,Hatchback,1
1247,Female,Convertible,0
1248,Male,Sedan,1
1249,Female,Convertible,0
1250,Female,Coupe,1
1251,Male,Hatchback,0
1252,Male,Coupe,1
1253,Male,MUV,1
1254,Female,Sedan,1
1255,Female,MUV,0
1256,Female,Sedan,0
1257,Female,Convertible,0
1258,Female,Hatchback,1
1259,Female,Sedan,1
1260,Female,MUV,0
1261,Female,Sedan,0
1262,Male,SUV,1
1263,Male,MUV,1
1264,Female,Sedan,0
1265,Male,Sedan,1
1266,Female,MUV,0
1267,Male,SUV,0
1268,Female,Hatchback,1
1269,Female,MUV,1
1270,Female,SUV,1
1271,Male,Convertible,1
1272,Female,Sedan,1
1273,Female,MUV,1
1274,Female,Hatchback,1
1275,Male,SUV,1
1276,Male,Convertible,1
1277,Male,Coupe,0
1278,Male,Convertible,0
1279,Female,Convertible,1
1280,Male,Convertible,0
1281,Male,Hatchback,0
1282,Female,Coupe,1
1283,Female,Convertible,1
1284,Male,Sedan,0
1285,Male,MUV,1
1286,Male,SUV,1
1287,Female,Hatchback,0
1288,Male,Coupe,1
1289,Female,Coupe,0
1290,Female,Sedan,0
1291,Male,Coupe,0
1292,Male,SUV,0
1293,Male,MUV,0
1294,Male,Convertible,1
1295,Female,Coupe,0
1296,Female,Convertible,1
1297,Female,MUV,0
1298,Female,Coupe,1
1299,Female,SUV,1
1300,Female,Convertible,1
1301,Male,Sedan,0
1302,Male,SUV,0
1303,Male,Hatchback,1
1304,Male,Hatchback,1
1305,Female,MUV,0
1306,Male,SUV,0
1307,Female,Sedan,0
1308,Female,Sedan,1
1309,Male,SUV,0
1310,Male,Convertible,0
1311,Male,Hatchback,1
1312,Female,Hatchback,1
1313,Male,SUV,0
1314,Female,Convertible,0
1315,Male,MUV,1
1316,Female,SUV,0
1317,Female,Hatchback,0
1318,Female,Convertible,0
1319,Male,SUV,1
1320,Male,Convertible,1
1321,Female,Hatchback,0
1322,Male,MUV,1
1323,Female,SUV,0
1324,Male,SUV,0
1325,Male,Convertible,0
1326,Male,Hatchback,1
1327,Female,Hatchback,1
1328,Female,Coupe,1
1329,Male,Convertible,1
1330,Male,Sedan,1
1331,Female,MUV,0
1332,Male,Convertible,1
1333,Male,Hatchback,1
1334,Male,MUV,0
1335,Male,MUV,0
1336,Male,Sedan,1
1337,Female,MUV,1
1338,Female,Sedan,0
1339,Female,Sedan,1
1340,Female,Sedan,0
1341,Female,Convertible,0
1342,Female,Convertible,1
1343,Female,Coupe,0
1344,Female,Coupe,0
1345,Male,Coupe,1
1346,Female,Sedan,0
1347,Male,Coupe,1
1348,Female,SUV,1
1349,Male,MUV,1
1350,Female,MUV,0
1351,Female,MUV,1
1352,Female,MUV,0
1353,Male,Hatchback,0
1354,Male,Coupe,0
1355,Male,Coupe,0
1356,Male,MUV,1
1357,Male,Convertible,1
1358,Male,Coupe,0
1359,Female,Hatchback,1
1360,Female,Hatchback,0
1361,Female,Convertible,1
1362,Female,Convertible,1
1363,Female,Hatchback,1
1364,Male,Hatchback,1
1365,Male,Hatchback,0
1366,Male,Convertible,1
1367,Male,SUV,1
1368,Female,MUV,0
1369,Female,MUV,0
1370,Male,Coupe,0
1371,Male,Convertible,0
1372,Female,Hatchback,1
1373,Female,Sedan,1
1374,Female,Hatchback,1
1375,Female,SUV,1
1376,Male,Convertible,1
1377,Female,SUV,1
1378,Female,Sedan,1
1379,Male,Convertible,0
1380,Male,Sedan,1
1381,Female,Sedan,1
1382,Male,Hatchback,1
1383,Male,Coupe,0
1384,Female,Convertible,0
1385,Male,Hatchback,1
1386,Female,Sedan,0
1387,Male,Coupe,1
1388,Female,MUV,1
1389,Female,SUV,0
1390,Male,SUV,1
1391,Male,Sedan,0
1392,Male,Coupe,0
1393,Female,MUV,1
1394,Male,Coupe,0
1395,Female,Hatchback,0
1396,Female,Coupe,1
1397,Male,Convertible,0
1398,Male,Sedan,0
1399,Female,Coupe,1
1400,Female,MUV,1
1401,Male,Sedan,1
1402,Male,MUV,0
1403,Male,Sedan,0
1404,Female,Hatchback,0
1405,Female,SUV,1
1406,Male,Sedan,1
1407,Female,Convertible,1
1408,Female,Sedan,0
1409,Male,SUV,1
1410,Female,MUV,0
1411,Female,Hatchback,1
1412,Male,SUV,0
1413,Female,SUV,1
1414,Male,SUV,1
1415,Male,Convertible,1
1416,Female,Sedan,1
1417,Female,Hatchback,1
1418,Male,Coupe,1
1419,Male,SUV,1
1420,Male,Convertible,0
1421,Female,Convertible,0
1422,Male,Hatchback,0
1423,Female,Sedan,0
1424,Male,Sedan,0
1425,Female,SUV,0
1426,Female,MUV,1
1427,Male,MUV,1
1428,Male,MUV,0
1429,Female,Coupe,0
1430,Female,Coupe,0
1431,Female,MUV,0
1432,Female,Convertible,0
1433,Female,Convertible,1
1434,Female,Sedan,0
1435,Female,SUV,0
1436,Female,Convertible,1
1437,Male,Coupe,0
1438,Female,Convertible,1
1439,Female,Convertible,0
1440,Female,SUV,1
1441,Female,Sedan,1
1442,Male,Sedan,1
1443,Male,Hatchback,1
1444,Male,MUV,0
1445,Male,SUV,0
1446,Female,Hatchback,0
1447,Female,Convertible,1
1448,Male,MUV,0
1449,Female,Coupe,0
1450,Female,Hatchback,1
1451,Male,Coupe,1
1452,Female,MUV,1
1453,Female,Sedan,0
1454,Female,Convertible,0
1455,Female,Coupe,1
1456,Female,MUV,1
1457,Female,Hatchback,0
1458,Female,MUV,0
1459,Female,MUV,1
1460,Female,Hatchback,1
1461,Male,SUV,0
1462,Male,Coupe,0
1463,Male,Coupe,0
1464,Female,Sedan,0
1465,Female,Sedan,0
1466,Male,Convertible,0
1467,Male,MUV,1
1468,Female,Convertible,0
1469,Female,Sedan,0
1470,Male,Sedan,1
1471,Male,MUV,1
1472,Male,Hatchback,0
1473,Male,SUV,1
1474,Female,Sedan,0
1475,Male,SUV,0
1476,Male,MUV,1
1477,Female,Convertible,0
1478,Female,Convertible,0
1479,Female,Convertible,1
1480,Female,SUV,0
1481,Male,Sedan,1
1482,Male,SUV,1
1483,Male,Hatchback,0
1484,Male,Coupe,0
1485,Female,MUV,1
1486,Male,Convertible,1
1487,Male,Sedan,0
1488,Male,Convertible,0
1489,Male,Coupe,1
1490,Male,SUV,0
1491,Male,SUV,1
1492,Female,Sedan,1
1493,Male,SUV,1
1494,Female,Sedan,0
1495,Male,SUV,1
1496,Male,Convertible,1
1497,Male,Sedan,1
1498,Male,Sedan,0
1499,Female,Convertible,1
1500,Male,SUV,0
1501,Female,Convertible,0
1502,Male,Sedan,0
1503,Female,MUV,1
1504,Male,MUV,1
1505,Male,Coupe,0
1506,Male,Convertible,0
1507,Male,Sedan,1
1508,Female,Convertible,1
1509,Female,MUV,1
1510,Male,Convertible,0
1511,Male,MUV,0
1512,Female,Convertible,0
1513,Female,Hatchback,1
1514,Female,MUV,1
1515,Male,SUV,0
1516,Male,Convertible,0
1517,Male,MUV,1
1518,Female,Hatchback,0
1519,Female,Sedan,1
1520,Male,SUV,0
1521,Male,MUV,0
1522,Female,Hatchback,1
1523,Male,Coupe,1
1524,Male,Coupe,0
1525,Male,MUV,1
1526,Male,SUV,1
1527,Female,Convertible,0
1528,Male,SUV,1
1529,Male,Sedan,1
1530,Male,Convertible,0
1531,Female,Coupe,0
1532,Male,MUV,1
1533,Male,Hatchback,0
1534,Female,Hatchback,1
1535,Male,MUV,1
1536,Male,MUV,0
1537,Female,Coupe,0
1538,Female,Convertible,1
1539,Male,Coupe,0
1540,Male,Hatchback,1
1541,Male,Coupe,1
1542,Female,MUV,1
1543,Female,Convertible,0
1544,Male,Convertible,1
1545,Male,Convertible,1
1546,Female,Convertible,1
1547,Male,Hatchback,1
1548,Male,Hatchback,0
1549,Female,MUV,0
1550,Male,MUV,0
1551,Male,MUV,0
1552,Female,SUV,0
1553,Male,Coupe,1
1554,Female,Sedan,0
1555,Male,Hatchback,0
1556,Male,SUV,1
1557,Male,Coupe,0
1558,Male,Convertible,0
1559,Male,Hatchback,1
1560,Male,Coupe,0
1561,Female,Convertible,0
1562,Female,Hatchback,0
1563,Male,Convertible,0
1564,Male,SUV,1
1565,Male,MUV,0
1566,Female,Coupe,1
1567,Female,MUV,0
1568,Male,Sedan,0
1569,Male,SUV,0
1570,Male,Convertible,0
1571,Male,SUV,0
1572,Female,MUV,1
1573,Male,Hatchback,1
1574,Male,Sedan,0
1575,Male,Sedan,1
1576,Male,Coupe,0
1577,Male,SUV,1
1578,Male,Coupe,1
1579,Male,SUV,0
1580,Female,SUV,0
1581,Male,SUV,1
1582,Male,Convertible,0
1583,Male,SUV,1
1584,Male,Sedan,1
1585,Male,Sedan,0
1586,Male,SUV,1
1587,Female,SUV,0
1588,Female,Hatchback,0
1589,Male,MUV,0
1590,Female,Sedan,1
1591,Female,MUV,1
1592,Male,Coupe,0
1593,Male,Sedan,0
1594,Female,Hatchback,1
1595,Male,Coupe,0
1596,Female,Sedan,1
1597,Male,Hatchback,0
1598,Male,MUV,0
1599,Female,Convertible,1
1600,Male,Convertible,0
1601,Female,SUV,1
1602,Female,SUV,1
1603,Male,Sedan,0
1604,Male,Sedan,0
1605,Male,Convertible,0
1606,Male,Hatchback,0
1607,Male,Sedan,1
1608,Female,Hatchback,1
1609,Male,Hatchback,1
1610,Male,Sedan,1
1611,Male,MUV,0
1612,Female,Coupe,1
1613,Female,Coupe,1
1614,Male,MUV,0
1615,Male,MUV,1
1616,Male,SUV,1
1617,Female,Sedan,1
1618,Female,Hatchback,0
1619,Male,Coupe,1
1620,Female,Hatchback,0
1621,Male,Coupe,0
1622,Female,Coupe,1
1623,Female,MUV,0
1624,Male,Hatchback,0
1625,Female,Sedan,1
1626,Male,MUV,1
1627,Female,Sedan,0
1628,Female,SUV,1
1629,Female,SUV,1
1630,Female,Hatchback,0
1631,Male,SUV,0
1632,Male,SUV,0
1633,Female,Convertible,0
1634,Male,Sedan,1
1635,Female,Sedan,0
1636,Male,Coupe,1
1637,Male,Convertible,0
1638,Male,Convertible,0
1639,Female,Hatchback,1
1640,Female,Coupe,1
1641,Male,Convertible,1
1642,Male,Hatchback,1
1643,Female,Coupe,1
1644,Female,MUV,0
1645,Female,Coupe,0
1646,Male,SUV,0
1647,Female,Hatchback,1
1648,Male,MUV,0
1649,Male,Convertible,1
1650,Female,MUV,1
1651,Female,SUV,0
1652,Male,Hatchback,0
1653,Female,Coupe,1
1654,Female,Sedan,1
1655,Male,Hatchback,1
1656,Female,MUV,0
1657,Male,Convertible,1
1658,Male,Convertible,0
1659,Female,Convertible,1
1660,Male,MUV,0
1661,Male,MUV,1
1662,Female,MUV,1
1663,Male,Sedan,0
1664,Male,SUV,0
1665,Female,SUV,0
1666,Female,Convertible,0
1667,Male,Coupe,1
1668,Female,Sedan,1
1669,Male,SUV,0
1670,Female,Hatchback,0
1671,Female,Hatchback,0
1672,Female,Hatchback,1
1673,Male,Hatchback,1
1674,Female,Hatchback,1
1675,Male,Hatchback,1
1676,Female,SUV,0
1677,Female,SUV,1
1678,Male,Convertible,0
1679,Male,Convertible,0
1680,Female,Hatchback,1
1681,Female,Hatchback,0
1682,Male,Convertible,1
1683,Female,Coupe,1
1684,Male,SUV,1
1685,Male,MUV,0
1686,Female,Convertible,0
1687,Female,SUV,0
1688,Female,Coupe,0
1689,Male,Convertible,0
1690,Female,Convertible,1
1691,Female,Hatchback,1
1692,Female,Convertible,1
1693,Male,Coupe,1
1694,Male,Convertible,1
1695,Female,Hatchback,0
1696,Female,Coupe,1
1697,Male,SUV,0
1698,Male,Coupe,0
1699,Female,Coupe,1
1700,Female,Hatchback,0
1701,Female,Convertible,0
1702,Male,MUV,0
1703,Female,Convertible,0
1704,Female,MUV,0
1705,Male,MUV,1
1706,Male,Coupe,0
1707,Female,Sedan,1
1708,Female,MUV,1
1709,Male,Coupe,1
1710,Male,Convertible,1
1711,Female,SUV,0
1712,Female,Convertible,0
1713,Female,Coupe,0
1714,Female,Convertible,0
1715,Female,Convertible,1
1716,Female,Sedan,1
1717,Female,Hatchback,0
1718,Male,SUV,0
1719,Female,MUV,1
1720,Female,Convertible,1
1721,Female,MUV,0
1722,Female,Coupe,1
1723,Male,Coupe,1
1724,Male,Sedan,0
1725,Female,Sedan,0
1726,Male,Coupe,1
1727,Female,SUV,0
1728,Male,Convertible,0
1729,Female,Sedan,1
1730,Female,Convertible,1
1731,Male,MUV,0
1732,Female,MUV,0
1733,Female,Coupe,1
1734,Female,Hatchback,0
1735,Female,Convertible,0
1736,Male,Convertible,1
1737,Female,Hatchback,0
1738,Male,MUV,0
1739,Male,Coupe,0
1740,Female,Hatchback,0
1741,Male,Convertible,0
1742,Male,Sedan,0
1743,Female,Sedan,1
1744,Female,Hatchback,1
1745,Male,Sedan,0
1746,Male,Hatchback,0
1747,Female,Hatchback,0
1748,Male,Sedan,1
1749,Male,Sedan,0
1750,Female,Convertible,0
1751,Male,Coupe,1
1752,Male,Coupe,1
1753,Male,SUV,1
1754,Male,Hatchback,0
1755,Male,MUV,0
1756,Female,Convertible,1
1757,Male,Coupe,0
1758,Male,Sedan,1
1759,Male,MUV,1
1760,Female,Sedan,1
1761,Male,Convertible,0
1762,Male,Convertible,1
1763,Male,Sedan,0
1764,Male,Hatchback,1
1765,Male,Convertible,1
1766,Male,Coupe,0
1767,Male,MUV,1
1768,Female,Hatchback,0
1769,Female,Hatchback,0
1770,Male,Coupe,1
1771,Male,Hatchback,0
1772,Male,Sedan,1
1773,Male,Hatchback,1
1774,Female,Hatchback,1
1775,Female,MUV,0
1776,Male,Sedan,0
1777,Male,Sedan,1
1778,Male,Convertible,0
1779,Female,Coupe,0
1780,Male,SUV,1
1781,Female,Hatchback,1
1782,Female,SUV,1
1783,Female,Convertible,1
1784,Male,Sedan,0
1785,Male,MUV,0
1786,Male,SUV,1
1787,Female,Convertible,1
1788,Female,MUV,0
1789,Male,Sedan,0
1790,Female,Hatchback,1
1791,Male,Sedan,1
1792,Female,Coupe,0
1793,Male,SUV,1
1794,Male,Sedan,1
1795,Female,Coupe,0
1796,Female,MUV,0
1797,Female,Sedan,1
1798,Female,Hatchback,1
1799,Male,SUV,0
1800,Male,Coupe,1
1801,Male,Coupe,0
1802,Female,MUV,1
1803,Male,Coupe,0
1804,Male,SUV,1
1805,Female,SUV,0
1806,Male,Convertible,0
1807,Female,MUV,0
1808,Male,SUV,1
1809,Female,Convertible,0
1810,Male,Coupe,0
1811,Female,Coupe,1
1812,Female,MUV,0
1813,Male,Coupe,1
1814,Male,SUV,1
1815,Male,MUV,1
1816,Female,MUV,0
1817,Female,Hatchback,1
1818,Male,SUV,1
1819,Male,Coupe,1
1820,Female,MUV,0
1821,Female,Sedan,0
1822,Male,SUV,0
1823,Male,Coupe,1
1824,Male,Hatchback,1
1825,Female,Hatchback,0
1826,Male,Sedan,1
1827,Female,Hatchback,1
1828,Female,MUV,1
1829,Male,SUV,0
1830,Female,Sedan,0
1831,Male,MUV,0
1832,Female,Convertible,1
1833,Female,SUV,1
1834,Male,Hatchback,0
1835,Male,Convertible,1
1836,Female,SUV,0
1837,Male,SUV,0
1838,Male,Convertible,1
1839,Male,SUV,0
1840,Female,Convertible,1
1841,Male,Coupe,0
1842,Male,Hatchback,1
1843,Female,Sedan,0
1844,Male,Sedan,0
1845,Male,Coupe,0
1846,Female,Coupe,1
1847,Male,Convertible,1
1848,Female,MUV,1
1849,Female,SUV,1
1850,Male,SUV,1
1851,Male,Coupe,1
1852,Female,Coupe,1
1853,Female,MUV,0
1854,Female,Sedan,0
1855,Male,MUV,0
1856,Female,Sedan,0
1857,Male,Coupe,1
1858,Female,Sedan,1
1859,Female,Coupe,0
1860,Female,MUV,1
1861,Female,MUV,0
1862,Male,Convertible,0
1863,Female,SUV,1
1864,Female,SUV,1
1865,Male,Coupe,1
1866,Female,MUV,0
1867,Male,MUV,0
1868,Female,Sedan,0
1869,Male,Sedan,0
1870,Female,Hatchback,0
1871,Female,Coupe,1
1872,Female,MUV,0
1873,Male,Coupe,0
1874,Male,MUV,1
1875,Female,MUV,0
1876,Female,Hatchback,0
1877,Female,SUV,1
1878,Female,SUV,0
1879,Male,Sedan,1
1880,Male,Convertible,0
1881,Female,Convertible,1
1882,Female,Hatchback,0
1883,Female,SUV,1
1884,Female,MUV,0
1885,Male,SUV,0
1886,Female,SUV,1
1887,Female,Sedan,1
1888,Male,SUV,0
1889,Female,Hatchback,1
1890,Male,Sedan,0
1891,Female,Sedan,0
1892,Female,SUV,1
1893,Female,Hatchback,0
1894,Female,MUV,0
1895,Male,Hatchback,0
1896,Female,Sedan,0
1897,Female,Sedan,1
1898,Male,Hatchback,1
1899,Male,Sedan,1
1900,Female,Convertible,1
1901,Male,Convertible,1
1902,Male,Convertible,0
1903,Male,Sedan,1
1904,Male,SUV,1
1905,Male,MUV,0
1906,Female,Sedan,0
1907,Male,Convertible,0
1908,Male,Hatchback,0
1909,Female,MUV,0
1910,Female,SUV,1
1911,Female,SUV,1
1912,Female,Sedan,0
1913,Male,MUV,0
1914,Male,SUV,1
1915,Male,Sedan,1
1916,Male,Sedan,1
1917,Male,MUV,1
1918,Male,Convertible,0
1919,Female,Hatchback,1
1920,Female,Coupe,0
1921,Male,Convertible,1
1922,Male,Sedan,0
1923,Female,Hatchback,0
1924,Female,Coupe,0
1925,Female,MUV,0
1926,Female,SUV,0
1927,Female,Coupe,1
1928,Male,SUV,1
1929,Male,SUV,0
1930,Female,Sedan,0
1931,Female,MUV,0
1932,Male,Hatchback,1
1933,Male,Hatchback,0
1934,Female,SUV,0
1935,Female,MUV,1
1936,Male,SUV,0
1937,Female,SUV,1
1938,Female,MUV,1
1939,Female,Coupe,1
1940,Female,MUV,1
1941,Female,Hatchback,0
1942,Female,Convertible,0
1943,Male,Hatchback,1
1944,Female,Coupe,1
1945,Male,SUV,1
1946,Female,Coupe,1
1947,Female,Convertible,0
1948,Male,Hatchback,1
1949,Female,SUV,1
1950,Female,Hatchback,1
1951,Male,MUV,1
1952,Female,Coupe,1
1953,Male,MUV,0
1954,Female,Hatchback,1
1955,Male,MUV,1
1956,Male,Hatchback,1
1957,Male,Sedan,0
1958,Female,Sedan,1
1959,Male,Hatchback,0
1960,Male,SUV,0
1961,Female,Convertible,0
1962,Female,MUV,0
1963,Male,Coupe,0
1964,Female,MUV,1
1965,Female,Sedan,0
1966,Male,MUV,0
1967,Male,Hatchback,1
1968,Male,Sedan,1
1969,Male,SUV,1
1970,Female,SUV,1
1971,Male,Hatchback,1
1972,Female,Hatchback,0
1973,Female,Sedan,1
1974,Female,Sedan,0
1975,Male,Coupe,0
1976,Male,Coupe,0
1977,Male,Sedan,0
1978,Male,Coupe,1
1979,Male,Convertible,1
1980,Male,SUV,1
1981,Female,Hatchback,1
1982,Female,SUV,0
1983,Male,Coupe,0
1984,Male,Coupe,1
1985,Male,SUV,0
1986,Female,Sedan,0
1987,Male,SUV,1
1988,Female,SUV,1
1989,Female,MUV,0
1990,Female,SUV,1
1991,Male,SUV,0
1992,Female,Hatchback,0
1993,Female,Hatchback,0
1994,Male,Sedan,1
1995,Male,SUV,0
1996,Female,SUV,0
1997,Female,MUV,0
1998,Male,SUV,1
1999,Male,Convertible,0
2000,Male,MUV,0
2001,Male,MUV,1
2002,Female,MUV,1
2003,Female,Sedan,1
2004,Female,MUV,0
2005,Male,Sedan,1
2006,Female,SUV,1
2007,Female,Sedan,1
2008,Male,Coupe,0
2009,Female,MUV,0
2010,Male,Sedan,1
2011,Female,Hatchback,0
2012,Female,Hatchback,1
2013,Male,Hatchback,0
2014,Female,Hatchback,0
2015,Male,Sedan,0
2016,Male,Hatchback,1
2017,Female,MUV,1
2018,Male,SUV,1
2019,Female,SUV,1
2020,Male,Coupe,1
2021,Male,Coupe,1
2022,Female,SUV,0
2023,Female,SUV,1
2024,Female,MUV,0
2025,Male,SUV,0
2026,Male,Convertible,1
2027,Female,Coupe,1
2028,Male,Sedan,0
2029,Male,Convertible,1
2030,Male,MUV,1
2031,Male,Coupe,0
2032,Male,Convertible,0
2033,Female,Sedan,1
2034,Male,Coupe,0
2035,Male,SUV,1
2036,Female,Hatchback,1
2037,Female,Convertible,0
2038,Female,MUV,1
2039,Female,Convertible,1
2040,Male,MUV,1
2041,Female,Coupe,1
2042,Male,MUV,0
2043,Male,Coupe,0
2044,Female,MUV,0
2045,Female,Sedan,0
2046,Female,SUV,1
2047,Male,SUV,0
2048,Female,Coupe,1
2049,Female,SUV,1
2050,Male,MUV,0
2051,Male,Convertible,0
2052,Female,Sedan,0
2053,Female,Hatchback,0
2054,Female,Coupe,0
2055,Female,SUV,0
2056,Female,Convertible,0
2057,Female,Coupe,0
2058,Male,MUV,1
2059,Male,Coupe,0
2060,Female,Sedan,0
2061,Female,SUV,0
2062,Male,MUV,1
2063,Female,MUV,0
2064,Female,Coupe,1
2065,Female,MUV,1
2066,Male,Sedan,1
2067,Female,SUV,0
2068,Female,Hatchback,1
2069,Female,Convertible,0
2070,Female,SUV,0
2071,Male,Hatchback,0
2072,Female,MUV,1
2073,Female,Convertible,0
2074,Male,Coupe,0
2075,Female,MUV,1
2076,Male,Coupe,1
2077,Female,Convertible,1
2078,Female,SUV,1
2079,Male,Hatchback,0
2080,Female,Coupe,1
2081,Male,MUV,0
2082,Female,Convertible,0
2083,Male,Hatchback,0
2084,Female,Hatchback,0
2085,Male,Coupe,1
2086,Male,SUV,1
2087,Female,Coupe,0
2088,Male,Convertible,0
2089,Male,SUV,1
2090,Female,MUV,0
2091,Female,Coupe,0
2092,Female,Sedan,0
2093,Female,Hatchback,0
2094,Male,Convertible,1
2095,Female,Convertible,0
2096,Female,Sedan,1
2097,Male,Coupe,1
2098,Female,MUV,0
2099,Female,SUV,1
2100,Male,MUV,0
2101,Female,Convertible,1
2102,Female,Coupe,0
2103,Male,Hatchback,0
2104,Female,MUV,1
2105,Female,Hatchback,1
2106,Male,Convertible,0
2107,Male,Sedan,1
2108,Female,Hatchback,1
2109,Male,Convertible,1
2110,Male,Coupe,1
2111,Male,SUV,0
2112,Male,Convertible,1
2113,Male,MUV,1
2114,Female,Hatchback,1
2115,Male,MUV,1
2116,Male,SUV,1
2117,Male,SUV,0
2118,Female,MUV,0
2119,Female,Coupe,0
2120,Male,Hatchback,1
2121,Female,Convertible,0
2122,Female,Convertible,0
2123,Female,SUV,0
2124,Female,MUV,0
2125,Female,SUV,1
2126,Female,Convertible,1
2127,Female,Hatchback,1
2128,Female,Coupe,1
2129,Female,MUV,0
2130,Female,Coupe,1
2131,Male,MUV,0
2132,Male,Convertible,1
2133,Male,MUV,0
2134,Male,SUV,0
2135,Male,MUV,0
2136,Male,Coupe,0
2137,Female,MUV,1
2138,Female,SUV,0
2139,Female,Hatchback,0
2140,Female,Convertible,0
2141,Male,MUV,0
2142,Male,Hatchback,1
2143,Male,Coupe,0
2144,Female,MUV,0
2145,Female,Convertible,0
2146,Male,Convertible,0
2147,Female,Convertible,1
2148,Male,MUV,0
2149,Female,SUV,0
2150,Female,Coupe,0
2151,Male,Coupe,0
2152,Male,SUV,1
2153,Female,Hatchback,1
2154,Male,SUV,0
2155,Male,Hatchback,0
2156,Male,Sedan,0
2157,Male,SUV,0
2158,Male,Coupe,0
2159,Female,Sedan,1
2160,Female,SUV,1
2161,Female,Hatchback,1
2162,Male,MUV,0
2163,Male,SUV,1
2164,Female,MUV,0
2165,Male,Sedan,1
2166,Female,Convertible,0
2167,Male,MUV,0
2168,Female,SUV,0
2169,Male,SUV,1
2170,Male,SUV,1
2171,Female,Coupe,1
2172,Female,Hatchback,0
2173,Male,SUV,0
2174,Male,SUV,0
2175,Male,Coupe,1
2176,Female,Sedan,1
2177,Female,Hatchback,0
2178,Female,MUV,1
2179,Male,MUV,0
2180,Male,Hatchback,1
2181,Male,Convertible,1
2182,Male,Convertible,0
2183,Female,Hatchback,0
2184,Female,SUV,1
2185,Female,Convertible,1
2186,Male,MUV,1
2187,Female,Convertible,1
2188,Female,Coupe,1
2189,Male,MUV,0
2190,Male,MUV,1
2191,Male,Convertible,0
2192,Male,Sedan,0
2193,Female,SUV,0
2194,Female,Convertible,0
2195,Male,MUV,0
2196,Male,Hatchback,0
2197,Female,Hatchback,1
2198,Female,Coupe,0
2199,Female,Convertible,1
2200,Female,MUV,1
2201,Male,Convertible,1
2202,Female,MUV,0
2203,Male,SUV,1
2204,Male,MUV,0
2205,Male,Coupe,1
2206,Male,Sedan,0
2207,Male,Coupe,0
2208,Male,Hatchback,1
2209,Female,MUV,1
2210,Male,Convertible,0
2211,Male,SUV,0
2212,Female,Coupe,0
2213,Male,Convertible,0
2214,Female,Sedan,1
2215,Male,Hatchback,0
2216,Female,MUV,0
2217,Male,MUV,1
2218,Male,Hatchback,1
2219,Female,Convertible,1
2220,Male,Coupe,0
2221,Male,Convertible,0
2222,Female,Coupe,0
2223,Male,SUV,0
2224,Female,Coupe,0
2225,Female,MUV,1
2226,Female,Hatchback,1
2227,Male,SUV,1
2228,Female,Sedan,1
2229,Male,MUV,1
2230,Male,Convertible,0
2231,Male,MUV,1
2232,Male,MUV,1
2233,Female,MUV,0
2234,Female,Convertible,1
2235,Male,Hatchback,1
2236,Male,MUV,0
2237,Male,Sedan,0
2238,Male,Hatchback,1
2239,Female,MUV,0
2240,Female,Coupe,0
2241,Female,SUV,0
2242,Female,MUV,0
2243,Female,Sedan,1
2244,Male,SUV,0
2245,Male,Sedan,1
2246,Male,MUV,1
2247,Female,Convertible,0
2248,Male,Convertible,1
2249,Female,Coupe,0
2250,Female,Hatchback,0
2251,Female,Sedan,1
2252,Male,Convertible,1
2253,Male,SUV,0
2254,Female,Convertible,0
2255,Male,Convertible,1
2256,Male,SUV,1
2257,Male,Coupe,0
2258,Female,Sedan,0
