,category,target
7120,Male,0
7121,Male,0
7122,Male,1
7123,Male,0
7124,Female,0
7125,Male,1
7126,Female,0
7127,Female,0
7128,Female,0
7129,Male,0
7130,Male,0
7131,Male,1
7132,Male,1
7133,Male,0
7134,Male,0
7135,Male,1
7136,Male,1
7137,Female,0
7138,Male,1
7139,Male,0
7140,Male,0
7141,Female,1
7142,Male,0
7143,Male,1
7144,Female,1
7145,Male,0
7146,Male,1
7147,Female,0
7148,Female,1
7149,Male,0
7150,Female,0
7151,Male,1
7152,Female,1
7153,Female,1
7154,Male,1
7155,Female,1
7156,Male,1
7157,Male,0
7158,Female,0
7159,Female,1
7160,Female,1
7161,Female,0
7162,Male,1
7163,Male,0
7164,Male,1
7165,Male,1
7166,Female,0
7167,Female,0
7168,Male,0
7169,Male,1
7170,Female,0
7171,Male,1
7172,Female,1
7173,Male,1
7174,Female,1
7175,Male,0
7176,Female,1
7177,Male,1
7178,Male,0
7179,Male,0
7180,Male,1
7181,Male,0
7182,Female,0
7183,Female,1
7184,Male,1
7185,Female,1
7186,Male,0
7187,Male,0
7188,Male,1
7189,Male,0
7190,Male,1
7191,Female,1
7192,Male,0
7193,Male,1
7194,Male,1
7195,Male,1
7196,Female,1
7197,Female,1
7198,Female,1
7199,Male,1
7200,Female,0
7201,Male,0
7202,Female,1
7203,Male,0
7204,Male,1
7205,Male,0
7206,Female,0
7207,Male,1
7208,Female,0
7209,Male,1
7210,Female,1
7211,Female,1
7212,Female,0
7213,Male,0
7214,Female,1
7215,Male,0
7216,Male,0
7217,Male,0
7218,Male,1
7219,Male,1
7220,Male,1
7221,Male,1
7222,Male,0
7223,Male,1
7224,Male,0
7225,Male,0
7226,Male,0
7227,Female,1
7228,Male,1
7229,Male,0
7230,Male,1
7231,Female,1
7232,Female,0
7233,Male,1
7234,Male,0
7235,Female,1
7236,Female,1
7237,Female,1
7238,Female,1
7239,Female,1
7240,Male,1
7241,Male,0
7242,Male,1
7243,Male,1
7244,Female,0
7245,Female,0
7246,Male,0
7247,Female,1
7248,Male,1
7249,Female,0
7250,Female,0
7251,Male,1
7252,Male,1
7253,Female,1
7254,Male,0
7255,Female,1
7256,Female,1
7257,Female,0
7258,Male,0
7259,Male,0
7260,Female,1
7261,Male,1
7262,Female,0
7263,Female,1
7264,Female,1
7265,Female,0
7266,Female,0
7267,Female,1
7268,Male,1
7269,Female,1
7270,Female,0
7271,Male,0
7272,Female,1
7273,Female,0
7274,Female,0
7275,Female,1
7276,Female,0
7277,Male,1
7278,Female,0
7279,Male,0
7280,Male,1
7281,Female,1
7282,Female,0
7283,Female,1
7284,Male,1
7285,Female,1
7286,Male,1
7287,Male,0
7288,Male,0
7289,Male,1
7290,Female,1
7291,Female,1
7292,Female,1
7293,Female,0
7294,Female,1
7295,Male,0
7296,Male,0
7297,Female,0
7298,Female,0
7299,Female,1
7300,Male,0
7301,Male,1
7302,Female,1
7303,Female,1
7304,Male,0
7305,Female,0
7306,Female,0
7307,Male,0
7308,Female,0
7309,Female,1
7310,Male,0
7311,Male,0
7312,Female,1
7313,Male,1
7314,Female,0
7315,Female,0
7316,Female,0
7317,Male,0
7318,Male,1
7319,Male,1
7320,Male,0
7321,Female,0
7322,Male,1
7323,Female,0
7324,Female,0
7325,Female,1
7326,Male,1
7327,Male,0
7328,Male,0
7329,Female,1
7330,Female,1
7331,Female,0
7332,Female,0
7333,Female,0
7334,Female,1
7335,Female,1
7336,Female,1
7337,Female,0
7338,Male,1
7339,Male,0
7340,Female,1
7341,Female,0
7342,Male,0
7343,Female,0
7344,Male,0
7345,Female,0
7346,Female,1
7347,Male,0
7348,Male,0
7349,Male,1
7350,Male,1
7351,Male,1
7352,Female,0
7353,Male,1
7354,Male,0
7355,Male,0
7356,Male,1
7357,Male,0
7358,Female,0
7359,Female,1
7360,Female,0
7361,Female,1
7362,Male,0
7363,Female,1
7364,Male,0
7365,Female,1
7366,Female,1
7367,Female,1
7368,Male,1
7369,Male,0
7370,Male,1
7371,Female,0
7372,Male,1
7373,Female,1
7374,Female,1
7375,Female,1
7376,Male,1
7377,Male,0
7378,Female,1
7379,Male,0
7380,Female,1
7381,Male,1
7382,Female,0
7383,Female,0
7384,Female,0
7385,Female,0
7386,Male,0
7387,Male,1
7388,Male,1
7389,Female,1
7390,Male,1
7391,Male,0
7392,Male,1
7393,Female,0
7394,Male,1
7395,Female,1
7396,Male,0
7397,Female,1
7398,Male,0
7399,Male,0
7400,Male,0
7401,Female,1
7402,Male,0
7403,Male,1
7404,Male,0
7405,Female,0
7406,Male,0
7407,Female,0
7408,Female,0
7409,Female,0
7410,Female,0
7411,Male,1
7412,Male,1
7413,Female,0
7414,Female,0
7415,Male,0
7416,Male,0
7417,Male,0
7418,Male,1
7419,Female,1
7420,Male,1
7421,Male,0
7422,Male,1
7423,Male,1
7424,Female,0
7425,Female,1
7426,Male,1
7427,Male,1
7428,Female,1
7429,Male,1
7430,Male,1
7431,Female,0
7432,Female,0
7433,Female,0
7434,Male,0
7435,Female,1
7436,Male,0
7437,Female,0
7438,Female,0
7439,Female,0
7440,Female,0
7441,Female,1
7442,Male,1
7443,Female,1
7444,Female,1
7445,Male,0
7446,Female,1
7447,Male,0
7448,Female,1
7449,Male,0
7450,Male,1
7451,Female,1
7452,Male,0
7453,Female,1
7454,Female,0
7455,Male,1
7456,Male,1
7457,Female,1
7458,Male,0
7459,Female,1
7460,Female,1
7461,Male,0
7462,Female,0
7463,Female,1
7464,Female,0
7465,Male,1
7466,Male,0
7467,Male,1
7468,Female,1
7469,Male,0
7470,Female,1
7471,Male,1
7472,Female,0
7473,Male,1
7474,Male,1
7475,Female,0
7476,Male,0
7477,Male,0
7478,Female,0
7479,Female,0
7480,Male,0
7481,Female,0
7482,Female,0
7483,Male,0
7484,Female,0
7485,Female,0
7486,Female,0
7487,Male,1
7488,Female,0
7489,Female,0
7490,Male,1
7491,Male,1
7492,Female,1
7493,Female,1
7494,Female,0
7495,Male,0
7496,Male,1
7497,Male,0
7498,Female,1
7499,Female,1
7500,Male,0
7501,Male,1
7502,Male,0
7503,Male,1
7504,Female,1
7505,Female,1
7506,Male,0
7507,Male,1
7508,Female,1
7509,Female,1
7510,Male,1
7511,Male,0
7512,Female,0
7513,Female,1
7514,Female,0
7515,Female,0
7516,Male,0
7517,Female,1
7518,Male,1
7519,Male,0
7520,Male,1
7521,Female,0
7522,Male,1
7523,Male,1
7524,Female,1
7525,Male,1
7526,Male,0
7527,Female,0
7528,Male,0
7529,Female,1
7530,Male,0
7531,Female,0
7532,Male,0
7533,Female,0
7534,Male,1
7535,Female,1
7536,Male,1
7537,Female,1
7538,Female,0
7539,Male,1
7540,Female,1
7541,Female,1
7542,Male,0
7543,Male,1
7544,Female,1
7545,Female,0
7546,Female,1
7547,Female,0
7548,Male,0
7549,Male,0
7550,Male,1
7551,Female,0
7552,Male,0
7553,Male,1
7554,Male,1
7555,Male,1
7556,Female,0
7557,Male,0
7558,Female,0
7559,Male,0
7560,Male,0
7561,Female,1
7562,Male,0
7563,Male,1
7564,Female,1
7565,Female,1
7566,Male,0
7567,Female,1
7568,Male,0
7569,Female,0
7570,Female,0
7571,Male,0
7572,Male,1
7573,Female,0
7574,Male,1
7575,Female,0
7576,Female,0
7577,Female,0
7578,Female,0
7579,Male,1
7580,Male,1
7581,Male,0
7582,Male,1
7583,Female,0
7584,Female,0
7585,Female,0
7586,Female,1
7587,Female,0
7588,Male,1
7589,Male,1
7590,Female,0
7591,Female,0
7592,Female,0
7593,Male,0
7594,Female,1
7595,Female,0
7596,Female,0
7597,Male,0
7598,Male,1
7599,Male,0
7600,Male,1
7601,Male,0
7602,Male,0
7603,Male,1
7604,Male,0
7605,Female,0
7606,Male,1
7607,Female,0
7608,Female,1
7609,Female,1
7610,Male,0
7611,Female,0
7612,Male,1
7613,Male,0
7614,Male,0
7615,Male,0
7616,Female,0
7617,Female,0
7618,Male,1
7619,Female,0
7620,Female,0
7621,Female,1
7622,Female,1
7623,Male,1
7624,Male,0
7625,Female,1
7626,Female,1
7627,Female,0
7628,Female,1
7629,Female,1
7630,Male,0
7631,Male,1
7632,Male,1
7633,Male,0
7634,Male,0
7635,Female,1
7636,Female,1
7637,Female,1
7638,Male,0
7639,Male,0
7640,Female,1
7641,Female,1
7642,Female,1
7643,Male,1
7644,Female,1
7645,Male,0
7646,Male,0
7647,Female,0
7648,Female,1
7649,Male,1
7650,Male,0
7651,Female,1
7652,Female,0
7653,Male,0
7654,Male,1
7655,Female,1
7656,Female,1
7657,Male,1
7658,Male,0
7659,Male,0
7660,Male,1
7661,Female,0
7662,Female,1
7663,Male,1
7664,Male,0
7665,Male,1
7666,Female,0
7667,Male,0
7668,Female,0
7669,Male,0
7670,Female,0
7671,Female,0
7672,Male,1
7673,Female,0
7674,Female,0
7675,Female,0
7676,Female,0
7677,Male,1
7678,Female,1
7679,Female,0
7680,Male,0
7681,Female,1
7682,Female,0
7683,Male,0
7684,Female,1
7685,Male,0
7686,Female,1
7687,Male,0
7688,Female,1
7689,Male,0
7690,Male,0
7691,Female,0
7692,Male,1
7693,Male,1
7694,Male,1
7695,Female,0
7696,Female,0
7697,Male,0
7698,Female,1
7699,Female,0
7700,Male,0
7701,Male,1
7702,Female,1
7703,Female,1
7704,Male,1
7705,Male,0
7706,Male,1
7707,Female,1
7708,Male,0
7709,Female,0
7710,Female,1
7711,Female,1
7712,Female,1
7713,Female,1
7714,Male,0
7715,Male,0
7716,Male,1
7717,Female,0
7718,Female,0
7719,Female,1
7720,Male,0
7721,Male,0
7722,Female,0
7723,Female,0
7724,Male,1
7725,Male,0
7726,Female,1
7727,Male,1
7728,Female,1
7729,Female,1
7730,Female,1
7731,Female,0
7732,Female,1
7733,Male,1
7734,Male,0
7735,Male,1
7736,Male,0
7737,Female,0
7738,Female,1
7739,Male,1
7740,Female,0
7741,Female,1
7742,Male,0
7743,Female,1
7744,Female,1
7745,Female,0
7746,Male,1
7747,Male,0
7748,Female,1
7749,Male,0
7750,Female,1
7751,Female,1
7752,Female,1
7753,Female,0
7754,Male,0
7755,Male,0
7756,Male,0
7757,Female,1
7758,Female,1
7759,Male,0
7760,Female,1
7761,Female,0
7762,Female,1
7763,Male,1
7764,Male,1
7765,Male,1
7766,Male,1
7767,Male,1
7768,Female,1
7769,Male,0
7770,Female,0
7771,Male,1
7772,Male,1
7773,Male,1
7774,Male,0
7775,Female,1
7776,Male,1
7777,Female,1
7778,Male,1
7779,Female,0
7780,Female,0
7781,Male,0
7782,Female,1
7783,Female,1
7784,Male,0
7785,Female,0
7786,Male,0
7787,Female,0
7788,Male,1
7789,Female,0
7790,Female,0
7791,Male,0
7792,Female,1
7793,Male,0
7794,Female,0
7795,Male,1
7796,Female,1
7797,Male,0
7798,Female,1
7799,Female,0
7800,Male,0
7801,Male,1
7802,Female,1
7803,Male,1
7804,Male,1
7805,Male,0
7806,Male,1
7807,Female,0
7808,Male,1
7809,Male,1
7810,Male,1
7811,Male,1
7812,Female,0
7813,Female,0
7814,Female,1
7815,Female,0
7816,Male,1
7817,Male,0
7818,Male,1
7819,Male,1
7820,Male,1
7821,Male,0
7822,Female,1
7823,Female,0
7824,Male,1
7825,Male,0
7826,Male,0
7827,Female,1
7828,Female,1
7829,Male,0
7830,Female,0
7831,Male,1
7832,Male,0
7833,Male,0
7834,Male,0
7835,Male,1
7836,Female,1
7837,Female,0
7838,Male,0
7839,Female,0
7840,Male,0
7841,Female,0
7842,Male,1
7843,Male,1
7844,Male,0
7845,Female,1
7846,Female,0
7847,Male,0
7848,Female,1
7849,Female,0
7850,Male,0
7851,Male,1
7852,Female,1
7853,Female,1
7854,Female,1
7855,Male,0
7856,Female,1
7857,Female,0
7858,Female,1
7859,Female,0
7860,Female,0
7861,Male,0
7862,Female,1
7863,Female,1
7864,Male,0
7865,Female,1
7866,Female,0
7867,Female,1
7868,Male,0
7869,Male,0
7870,Male,1
7871,Female,0
7872,Female,0
7873,Male,1
7874,Male,0
7875,Male,1
7876,Female,1
7877,Male,1
7878,Male,0
7879,Male,1
7880,Female,1
7881,Female,0
7882,Female,0
7883,Male,1
7884,Female,0
7885,Female,0
7886,Male,1
7887,Female,0
7888,Male,0
7889,Female,1
7890,Female,1
7891,Male,0
7892,Male,0
7893,Female,1
7894,Male,1
7895,Male,1
7896,Female,0
7897,Female,1
7898,Male,1
7899,Male,1
7900,Male,1
7901,Female,0
7902,Female,1
7903,Female,1
7904,Female,0
7905,Male,1
7906,Female,1
7907,Female,0
7908,Female,1
7909,Male,0
7910,Male,1
7911,Female,1
7912,Female,0
7913,Male,1
7914,Male,1
7915,Male,1
7916,Male,0
7917,Male,0
7918,Female,0
7919,Male,0
7920,Male,1
7921,Male,0
7922,Female,0
7923,Female,0
7924,Female,1
7925,Female,0
7926,Male,1
7927,Male,0
7928,Female,0
7929,Female,1
7930,Female,0
7931,Female,1
7932,Male,1
7933,Female,1
7934,Male,1
7935,Female,0
7936,Female,0
7937,Female,1
7938,Male,1
7939,Female,0
7940,Male,1
7941,Female,0
7942,Female,0
7943,Female,0
7944,Male,0
7945,Male,1
7946,Male,0
7947,Female,1
7948,Female,0
7949,Female,1
7950,Male,1
7951,Female,0
7952,Male,1
7953,Male,1
7954,Female,1
7955,Female,1
7956,Female,0
7957,Female,1
7958,Male,1
7959,Female,0
7960,Female,0
7961,Male,0
7962,Female,1
7963,Male,0
7964,Female,1
7965,Female,1
7966,Male,0
7967,Female,0
7968,Male,0
7969,Male,0
7970,Female,1
7971,Female,1
7972,Female,1
7973,Male,1
7974,Female,1
7975,Female,1
7976,Female,1
7977,Female,1
7978,Female,1
7979,Female,0
7980,Male,0
7981,Male,1
7982,Female,0
7983,Female,1
7984,Female,1
7985,Female,1
7986,Female,1
7987,Female,1
7988,Female,1
7989,Female,1
7990,Male,0
7991,Female,1
7992,Male,0
7993,Female,1
7994,Female,0
7995,Male,1
7996,Male,0
7997,Male,1
7998,Male,0
7999,Female,0
8000,Male,0
8001,Male,1
8002,Female,1
8003,Male,0
8004,Female,1
8005,Female,0
8006,Male,1
8007,Female,1
8008,Female,0
8009,Female,1
8010,Female,1
8011,Female,1
8012,Female,1
8013,Male,0
8014,Male,0
8015,Female,1
8016,Female,0
8017,Male,1
8018,Female,0
8019,Male,1
8020,Male,0
8021,Male,0
8022,Female,0
8023,Female,1
8024,Female,1
8025,Female,1
8026,Female,1
8027,Female,1
8028,Male,1
8029,Male,1
8030,Male,0
8031,Male,0
8032,Female,0
8033,Female,0
8034,Male,0
8035,Male,1
8036,Male,0
8037,Female,0
8038,Female,0
8039,Female,1
8040,Male,1
8041,Male,1
8042,Male,0
8043,Female,1
8044,Male,0
8045,Male,0
8046,Male,0
8047,Female,0
8048,Female,1
8049,Male,0
8050,Female,0
8051,Male,0
8052,Male,1
8053,Male,1
8054,Male,0
8055,Female,1
8056,Male,0
8057,Female,1
8058,Female,1
8059,Female,0
8060,Male,0
8061,Female,1
8062,Female,0
8063,Female,0
8064,Male,1
8065,Male,1
8066,Male,0
8067,Female,1
8068,Male,0
8069,Female,0
8070,Female,1
8071,Female,0
8072,Female,0
8073,Male,0
8074,Female,0
8075,Male,0
8076,Female,1
8077,Female,0
8078,Male,0
8079,Female,0
8080,Male,0
8081,Female,1
8082,Male,1
8083,Female,0
8084,Female,1
8085,Male,0
8086,Female,1
8087,Male,0
8088,Male,1
8089,Male,0
8090,Female,1
8091,Male,0
8092,Male,1
8093,Male,1
8094,Male,1
8095,Female,0
8096,Female,0
8097,Female,1
8098,Female,0
8099,Female,0
8100,Female,1
8101,Female,0
8102,Male,1
8103,Female,0
8104,Female,0
8105,Female,1
8106,Female,1
8107,Male,1
8108,Male,0
8109,Male,0
8110,Female,0
8111,Female,0
8112,Female,0
8113,Male,1
8114,Female,1
8115,Female,1
8116,Female,0
8117,Male,0
8118,Female,1
8119,Male,1
8120,Male,0
8121,Female,1
8122,Male,1
8123,Male,0
8124,Male,1
8125,Male,0
8126,Male,1
8127,Male,0
8128,Female,0
8129,Female,0
8130,Female,1
8131,Female,1
8132,Female,0
8133,Male,1
8134,Female,0
8135,Female,0
8136,Female,1
8137,Male,0
8138,Male,0
8139,Male,0
8140,Female,0
8141,Male,1
8142,Female,0
8143,Female,1
8144,Male,0
8145,Male,1
8146,Male,1
8147,Female,1
8148,Male,1
8149,Male,1
8150,Female,1
8151,Female,1
8152,Male,1
8153,Male,0
8154,Male,0
8155,Female,1
8156,Female,0
8157,Male,0
8158,Female,1
8159,Male,0
8160,Female,1
8161,Male,0
8162,Male,1
8163,Male,1
8164,Male,1
8165,Female,0
8166,Male,0
8167,Female,1
8168,Male,0
8169,Male,1
8170,Female,0
8171,Female,0
8172,Male,0
8173,Female,0
8174,Male,1
8175,Female,0
8176,Female,0
8177,Female,0
8178,Male,0
8179,Female,1
8180,Male,0
8181,Female,0
8182,Male,1
8183,Female,0
8184,Male,0
8185,Female,0
8186,Female,1
8187,Female,1
8188,Male,1
8189,Male,1
8190,Female,1
8191,Male,0
8192,Female,1
8193,Male,0
8194,Male,0
8195,Female,1
8196,Female,0
8197,Female,0
8198,Male,0
8199,Female,1
8200,Male,0
8201,Female,1
8202,Female,0
8203,Female,0
8204,Male,1
8205,Male,1
8206,Male,0
8207,Male,0
8208,Female,1
8209,Female,0
8210,Female,1
8211,Female,0
8212,Male,0
8213,Female,0
8214,Female,0
8215,Female,0
8216,Male,0
8217,Female,1
8218,Male,0
8219,Female,1
8220,Female,1
8221,Male,0
8222,Male,0
8223,Female,0
8224,Female,1
8225,Male,0
8226,Male,0
8227,Female,0
8228,Male,1
8229,Male,1
8230,Female,1
8231,Male,1
8232,Female,1
8233,Female,1
8234,Female,1
8235,Female,1
8236,Male,1
8237,Female,0
8238,Male,0
8239,Female,0
8240,Female,1
8241,Male,1
8242,Male,0
8243,Female,1
8244,Female,0
8245,Male,0
8246,Female,1
8247,Female,0
8248,Male,0
8249,Female,0
8250,Male,1
8251,Female,0
8252,Male,0
8253,Male,1
8254,Female,0
8255,Female,0
8256,Female,0
8257,Male,1
8258,Female,0
8259,Female,0
8260,Female,1
8261,Male,1
8262,Female,1
8263,Male,1
8264,Female,1
8265,Female,1
8266,Female,0
8267,Male,1
8268,Male,1
8269,Male,0
8270,Male,1
8271,Male,1
8272,Male,0
8273,Male,1
8274,Female,0
8275,Female,0
8276,Male,0
8277,Female,0
8278,Female,1
8279,Female,0
8280,Female,1
8281,Male,0
8282,Male,0
8283,Female,1
8284,Male,0
8285,Female,1
8286,Female,0
8287,Male,0
8288,Male,0
8289,Male,1
8290,Male,1
8291,Female,0
8292,Female,0
8293,Male,0
8294,Female,1
8295,Male,1
8296,Female,0
8297,Female,0
8298,Female,0
8299,Male,1
8300,Male,1
8301,Female,1
8302,Male,1
8303,Male,0
8304,Female,1
8305,Female,1
8306,Male,0
8307,Female,1
8308,Male,1
8309,Female,0
8310,Male,0
8311,Male,0
8312,Female,1
8313,Female,0
8314,Male,0
8315,Male,0
8316,Female,0
8317,Female,0
8318,Male,0
8319,Female,1
8320,Male,1
8321,Male,1
8322,Female,0
8323,Female,0
8324,Male,0
8325,Female,1
8326,Female,0
8327,Female,1
8328,Female,0
8329,Male,1
8330,Male,1
8331,Female,0
8332,Female,0
8333,Female,0
8334,Female,1
8335,Male,0
8336,Female,0
8337,Female,1
8338,Female,0
8339,Male,0
8340,Male,0
8341,Female,1
8342,Male,1
8343,Female,1
8344,Female,0
8345,Female,0
8346,Female,0
8347,Female,1
8348,Male,0
8349,Female,1
8350,Female,0
8351,Male,1
8352,Male,0
8353,Male,1
8354,Male,1
8355,Male,1
8356,Male,0
8357,Female,1
8358,Male,0
8359,Male,0
8360,Female,1
8361,Male,1
8362,Male,1
8363,Female,0
8364,Female,0
8365,Male,0
8366,Male,0
8367,Male,0
8368,Male,0
8369,Female,0
8370,Male,1
8371,Female,0
8372,Male,0
8373,Female,0
8374,Female,0
8375,Male,1
8376,Female,1
8377,Female,0
8378,Male,1
8379,Male,0
8380,Male,1
8381,Female,1
8382,Female,0
8383,Male,1
8384,Male,0
8385,Female,1
8386,Male,1
8387,Male,0
8388,Male,0
8389,Female,1
8390,Female,1
8391,Female,1
8392,Female,0
8393,Male,1
8394,Female,0
8395,Male,0
8396,Male,1
8397,Female,1
8398,Male,1
8399,Male,1
8400,Female,0
8401,Female,0
8402,Male,0
8403,Male,0
8404,Female,1
8405,Female,1
8406,Male,0
8407,Male,1
8408,Male,1
8409,Female,1
8410,Male,1
8411,Male,0
8412,Male,1
8413,Female,1
8414,Female,0
8415,Male,1
8416,Male,0
8417,Female,0
8418,Male,0
8419,Female,1
8420,Male,1
8421,Male,0
8422,Male,0
8423,Male,0
8424,Male,1
8425,Female,1
8426,Female,0
8427,Male,0
8428,Male,1
8429,Male,0
8430,Male,1
8431,Female,0
8432,Female,0
8433,Male,1
8434,Male,0
8435,Female,0
8436,Female,1
8437,Female,0
8438,Female,1
8439,Female,1
8440,Female,1
8441,Male,1
8442,Male,1
8443,Male,0
8444,Female,1
8445,Female,0
8446,Male,0
8447,Male,0
8448,Male,0
8449,Male,1
8450,Male,1
8451,Female,1
8452,Male,1
8453,Male,1
8454,Male,0
8455,Female,0
8456,Male,1
8457,Female,1
8458,Male,1
8459,Female,0
8460,Female,0
8461,Male,0
8462,Male,1
8463,Male,1
8464,Male,0
8465,Male,1
8466,Male,1
8467,Male,1
8468,Male,1
8469,Male,1
8470,Male,0
8471,Female,0
8472,Female,0
8473,Male,0
8474,Male,0
8475,Female,1
8476,Male,0
8477,Female,0
8478,Female,1
8479,Female,1
8480,Female,0
8481,Female,1
8482,Male,0
8483,Male,0
8484,Male,0
8485,Male,1
8486,Male,0
8487,Male,0
8488,Male,0
8489,Male,0
8490,Female,1
8491,Male,1
8492,Female,0
8493,Female,0
8494,Male,0
8495,Female,0
8496,Female,1
8497,Female,1
8498,Male,0
8499,Female,0
8500,Female,0
8501,Female,1
8502,Male,0
8503,Male,1
8504,Male,1
8505,Male,0
8506,Female,0
8507,Male,0
8508,Female,0
8509,Female,0
8510,Female,0
8511,Male,0
8512,Female,0
8513,Male,0
8514,Female,0
8515,Female,1
8516,Male,0
8517,Female,1
8518,Male,1
8519,Male,1
8520,Male,0
8521,Male,0
8522,Male,0
8523,Female,1
8524,Male,0
8525,Male,1
8526,Female,0
8527,Male,1
8528,Female,1
8529,Male,1
8530,Female,0
8531,Female,1
8532,Male,1
8533,Male,1
8534,Female,1
8535,Female,1
8536,Male,1
8537,Male,1
8538,Male,1
8539,Male,1
8540,Male,1
8541,Male,0
8542,Female,1
8543,Female,0
8544,Female,1
8545,Male,0
8546,Female,0
8547,Male,1
8548,Male,0
8549,Female,0
8550,Male,0
8551,Female,1
8552,Female,0
8553,Male,0
8554,Female,1
8555,Male,1
8556,Female,0
8557,Male,0
8558,Male,0
8559,Male,0
8560,Male,0
8561,Female,1
8562,Male,1
8563,Male,0
8564,Female,1
8565,Female,0
8566,Male,0
8567,Female,1
8568,Female,1
8569,Female,0
8570,Male,0
8571,Male,1
8572,Male,1
8573,Male,1
8574,Female,1
8575,Male,0
8576,Male,0
8577,Female,1
8578,Male,1
8579,Female,0
8580,Male,0
8581,Male,0
8582,Female,1
8583,Male,1
8584,Female,1
8585,Male,0
8586,Male,0
8587,Male,0
8588,Female,1
8589,Female,0
8590,Female,1
8591,Female,0
8592,Male,0
8593,Female,1
8594,Male,1
8595,Female,1
8596,Female,1
8597,Male,1
8598,Male,1
8599,Female,1
8600,Male,0
8601,Female,1
8602,Female,1
8603,Female,0
8604,Male,1
8605,Male,0
8606,Female,1
8607,Male,1
8608,Male,1
8609,Female,0
8610,Female,0
8611,Male,0
8612,Male,0
8613,Female,1
8614,Female,1
8615,Male,0
8616,Male,0
8617,Male,1
8618,Male,0
8619,Female,1
8620,Female,1
8621,Male,0
8622,Male,0
8623,Male,1
8624,Female,0
8625,Female,1
8626,Female,0
8627,Female,0
8628,Male,0
8629,Female,1
8630,Male,0
8631,Male,1
8632,Male,1
8633,Female,0
8634,Female,1
8635,Female,0
8636,Male,0
8637,Male,1
8638,Male,0
8639,Female,0
8640,Female,0
8641,Female,1
8642,Male,0
8643,Male,0
8644,Male,1
8645,Female,0
8646,Male,1
8647,Female,1
8648,Female,0
8649,Male,1
8650,Male,1
8651,Male,1
8652,Male,0
8653,Female,0
8654,Male,0
8655,Female,1
8656,Male,0
8657,Female,1
8658,Male,1
8659,Male,0
8660,Male,1
8661,Male,0
8662,Male,1
8663,Female,1
8664,Male,0
8665,Male,1
8666,Male,0
8667,Female,1
8668,Male,1
8669,Female,1
8670,Male,1
8671,Female,0
8672,Male,0
8673,Female,1
8674,Male,0
8675,Male,0
8676,Female,0
8677,Male,1
8678,Female,0
8679,Male,0
8680,Male,1
8681,Male,1
8682,Female,1
8683,Male,0
8684,Female,1
8685,Female,0
8686,Female,1
8687,Male,1
8688,Male,0
8689,Male,1
8690,Male,0
8691,Male,1
8692,Male,0
8693,Male,0
8694,Female,0
8695,Male,0
8696,Female,1
8697,Male,0
8698,Male,1
8699,Female,1
8700,Female,0
8701,Female,0
8702,Female,0
8703,Female,0
8704,Female,0
8705,Female,0
8706,Male,0
8707,Male,1
8708,Female,1
8709,Female,1
8710,Male,0
8711,Male,1
8712,Female,1
8713,Female,0
8714,Female,1
8715,Male,0
8716,Female,0
8717,Female,1
8718,Male,0
8719,Male,1
8720,Female,1
8721,Male,1
8722,Male,0
8723,Male,0
8724,Female,1
8725,Female,1
8726,Female,0
8727,Female,0
8728,Female,1
8729,Male,1
8730,Male,0
8731,Female,0
8732,Male,1
8733,Female,0
8734,Female,1
8735,Female,0
8736,Female,1
8737,Female,0
8738,Female,1
8739,Female,1
8740,Male,0
8741,Female,1
8742,Male,0
8743,Male,1
8744,Male,0
8745,Male,0
8746,Female,1
8747,Female,0
8748,Male,0
8749,Male,1
8750,Female,1
8751,Female,1
8752,Female,0
8753,Female,0
8754,Female,0
8755,Male,1
8756,Male,0
8757,Female,0
8758,Female,1
8759,Male,0
8760,Male,0
8761,Male,1
8762,Male,0
8763,Male,1
8764,Male,0
8765,Female,1
8766,Male,1
8767,Female,0
8768,Female,0
8769,Male,1
8770,Male,1
8771,Male,0
8772,Female,0
8773,Male,1
8774,Male,1
8775,Male,0
8776,Female,0
8777,Female,1
8778,Female,1
8779,Male,0
8780,Male,1
8781,Female,1
8782,Male,1
8783,Female,1
8784,Male,0
8785,Female,1
8786,Female,1
8787,Female,0
8788,Male,0
8789,Female,1
8790,Female,0
8791,Male,0
8792,Male,0
8793,Male,1
8794,Female,1
8795,Male,0
8796,Female,1
8797,Female,0
8798,Female,0
8799,Male,0
8800,Male,1
8801,Female,0
8802,Female,0
8803,Male,0
8804,Female,0
8805,Male,0
8806,Female,1
8807,Female,0
8808,Female,1
8809,Female,1
8810,Female,1
8811,Female,1
8812,Male,1
8813,Female,0
8814,Female,1
8815,Male,0
8816,Male,1
8817,Female,0
8818,Male,1
8819,Female,0
8820,Male,1
8821,Female,1
8822,Female,1
8823,Female,1
8824,Female,0
8825,Female,1
8826,Male,1
8827,Male,0
8828,Female,0
8829,Female,1
8830,Male,0
8831,Male,0
8832,Female,0
8833,Female,1
8834,Female,0
8835,Male,0
8836,Female,0
8837,Female,1
8838,Male,0
8839,Male,0
8840,Male,1
8841,Male,1
8842,Female,1
8843,Female,1
8844,Male,0
8845,Female,1
8846,Male,0
8847,Male,1
8848,Male,0
8849,Male,1
8850,Female,1
8851,Male,0
8852,Male,0
8853,Male,1
8854,Male,1
8855,Male,1
8856,Female,1
8857,Female,0
8858,Female,1
8859,Female,0
8860,Female,1
8861,Male,1
8862,Female,1
8863,Male,1
8864,Female,0
8865,Male,0
8866,Male,1
8867,Male,0
8868,Female,1
